1.476480e+000	-2.149721e-001
1.146328e+000	4.868236e-001
4.662351e-001	2.375080e+000
7.801598e-001	1.494371e+000
1.057728e+000	7.230783e-001
7.190252e-001	1.666150e+000
8.256745e-002	3.463437e+000
4.563210e-001	2.402566e+000
1.153087e+000	4.675392e-001
1.511389e+000	-2.293855e-001
5.805494e-002	3.531826e+000
3.816534e-001	2.612014e+000
3.780074e-001	2.623561e+000
1.149186e+000	4.782834e-001
7.769436e-001	1.504878e+000
1.511389e+000	-2.293855e-001
3.976974e-001	2.576976e+000
1.927455e-002	3.656592e+000
1.071127e+000	6.956821e-001
4.617296e-001	2.391990e+000
3.517891e-001	2.718064e+000
2.912545e-002	3.622631e+000
1.153240e+000	4.674390e-001
4.782803e-001	2.340110e+000
4.175251e-001	2.520377e+000
7.931190e-002	3.474912e+000
3.831452e-002	3.587481e+000
8.110393e-001	1.416357e+000
4.662351e-001	2.375080e+000
7.096229e-001	1.702813e+000
1.439454e+000	-1.997706e-001
1.496178e+000	-2.231783e-001
4.617296e-001	2.391990e+000
3.309823e-001	2.756210e+000
3.347501e-001	2.746736e+000
7.961351e-001	1.450472e+000
1.142691e+000	5.137572e-001
7.190252e-001	1.666150e+000
1.071127e+000	6.956821e-001
1.079007e+000	6.654099e-001
4.175251e-001	2.520377e+000
6.876101e-001	1.755037e+000
5.805494e-002	3.531826e+000
8.728020e-002	3.458174e+000
1.103139e+000	6.020384e-001
1.184264e-001	3.358800e+000
1.144419e+000	4.880856e-001
8.281731e-002	3.462536e+000
