1.518541e+000	-2.322908e-001
1.503422e-010	3.698819e+000
1.156218e+000	4.556679e-001
6.862754e-001	1.762102e+000
3.285993e-001	2.776442e+000
1.437305e+000	-1.879761e-001
1.046003e+000	7.545231e-001
1.437305e+000	-1.879761e-001
8.199197e-001	1.382669e+000
8.199197e-001	1.382669e+000
1.046003e+000	7.545231e-001
4.788317e-001	2.339347e+000
1.340927e-001	3.314407e+000
4.788317e-001	2.339347e+000
1.340927e-001	3.314407e+000
7.852065e-001	1.481016e+000
3.403535e-001	2.737102e+000
1.479662e+000	-2.162807e-001
1.129670e-002	3.678414e+000
1.132747e+000	5.222257e-001
3.700078e-001	2.652736e+000
1.304644e-001	3.324650e+000
3.585289e-001	2.677648e+000
1.089734e+000	6.484181e-001
4.250259e-001	2.494361e+000
1.078378e+000	6.658600e-001
4.355302e-001	2.460940e+000
1.124188e+000	5.501813e-001
1.057728e+000	7.230783e-001
1.494883e+000	-2.226489e-001
3.480154e-001	2.723116e+000
4.746541e-001	2.358223e+000
7.527545e-001	1.573064e+000
1.116011e+000	5.656744e-001
1.113361e+000	5.696213e-001
9.576529e-002	3.423411e+000
4.040901e-001	2.560903e+000
1.091576e+000	6.471115e-001
7.392198e-001	1.607913e+000
7.341643e-001	1.632251e+000
7.618865e-002	3.483005e+000
1.321216e-002	3.661341e+000
4.102501e-001	2.534782e+000
1.065129e+000	7.056433e-001
1.472096e+000	-2.132995e-001
1.462641e+000	-2.093971e-001
1.128588e-001	3.375338e+000
7.268608e-001	1.644195e+000
7.041432e-001	1.706016e+000
7.243410e-002	3.500015e+000
3.185225e-002	3.609668e+000
1.108772e+000	5.933080e-001
3.482622e-002	3.598192e+000
8.978728e-002	3.443313e+000
8.112916e-001	1.410078e+000
3.894766e-001	2.603280e+000
1.099236e+000	6.178890e-001
7.464839e-001	1.589637e+000
1.123915e+000	5.503670e-001
3.910868e-001	2.585978e+000
7.121393e-001	1.683593e+000
1.016319e-001	3.409852e+000
4.404626e-001	2.453737e+000
9.373675e-002	3.434858e+000
1.458445e+000	-2.076608e-001
1.056132e+000	7.537807e-001
1.096003e+000	6.209389e-001
6.883239e-001	1.749133e+000
4.772493e-002	3.561707e+000
7.015367e-001	1.723314e+000
3.521570e-001	2.698930e+000
6.992300e-001	1.727218e+000
2.173532e-002	3.636850e+000
2.912545e-002	3.622631e+000
4.140018e-001	2.529568e+000
7.514855e-001	1.577612e+000
1.241982e-001	3.342221e+000
6.913587e-002	3.506786e+000
1.241982e-001	3.342221e+000
1.448374e+000	-2.034787e-001
1.078964e-001	3.390372e+000
1.184264e-001	3.358800e+000
7.392198e-001	1.607913e+000
1.078964e-001	3.390372e+000
1.152020e-001	3.368395e+000
8.015058e-001	1.437233e+000
7.324856e-001	1.633569e+000
1.134038e+000	5.195503e-001
6.318447e-002	3.523916e+000
4.298618e-001	2.476589e+000
4.298618e-001	2.476589e+000
1.450982e+000	-2.045670e-001
1.143556e+000	4.971320e-001
4.470492e-001	2.427748e+000
1.504590e+000	-2.266172e-001
3.984944e-001	2.569513e+000
1.071127e+000	6.956821e-001
5.510264e-002	3.542440e+000
7.616554e-001	1.546129e+000
7.705870e-001	1.539551e+000
3.816534e-001	2.612014e+000
1.016319e-001	3.409852e+000
4.651217e-001	2.385880e+000
1.142691e+000	5.137572e-001
3.644902e-001	2.664996e+000
4.772493e-002	3.561707e+000
1.079007e+000	6.654099e-001
1.103139e+000	6.020384e-001
3.538090e-003	3.691375e+000
4.778305e-001	2.356717e+000
4.520543e-001	2.413904e+000
7.994962e-001	1.440121e+000
3.738334e-001	2.635647e+000
1.056132e+000	7.537807e-001
5.510264e-002	3.542440e+000
1.440194e+000	-2.000808e-001
7.205843e-001	1.665180e+000
4.439450e-002	3.576654e+000
3.644902e-001	2.664996e+000
3.831452e-002	3.587481e+000
8.169873e-001	1.394144e+000
2.173532e-002	3.636850e+000
1.927455e-002	3.656592e+000
7.603865e-001	1.552444e+000
8.081888e-001	1.431722e+000
7.118650e-001	1.683883e+000
7.717666e-001	1.517127e+000
4.220545e-001	2.507145e+000
1.066704e+000	7.044976e-001
7.709685e-001	1.517920e+000
1.501358e+000	-2.252940e-001
7.464839e-001	1.589637e+000
4.444497e-001	2.448611e+000
4.464825e-001	2.429597e+000
3.547360e-001	2.691994e+000
3.351347e-001	2.745963e+000
7.769436e-001	1.504878e+000
7.603865e-001	1.552444e+000
6.935324e-001	1.736139e+000
7.801598e-001	1.494371e+000
4.439450e-002	3.576654e+000
7.942966e-001	1.468904e+000
8.169873e-001	1.394144e+000
6.318447e-002	3.523916e+000
1.107685e+000	5.940616e-001
7.961351e-001	1.450472e+000
7.942966e-001	1.468904e+000
4.034676e-001	2.561858e+000
3.780074e-001	2.623561e+000
3.738334e-001	2.635647e+000
8.087555e-001	1.430255e+000
7.705870e-001	1.539551e+000
