# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.518541e+000	-2.322908e-001	1.342408e+002	5.483683e-001	1.518541e+000	7.328853e-007	0.000000e+000	1	1.000000e+014
1.503422e-010	3.698819e+000	8.106893e-003	7.037325e+000	1.503422e-010	2.698843e+000	0.000000e+000	1	1.000000e+014
1.156218e+000	4.556679e-001	1.729952e-002	1.503583e+000	1.156218e+000	9.617109e-001	0.000000e+000	1	1.768947e-001
6.862754e-001	1.762102e+000	2.757489e-002	2.558878e-001	6.862754e-001	2.257207e+000	0.000000e+000	1	1.430618e-001
3.285993e-001	2.776442e+000	4.395557e-002	5.184844e-002	3.285993e-001	2.909933e+000	0.000000e+000	1	1.336214e-001
1.437305e+000	-1.879761e-001	1.436442e+000	4.640284e-003	1.437305e+000	2.694433e-002	0.000000e+000	1	9.405159e-002
1.046003e+000	7.545231e-001	5.102736e-004	3.135814e-001	1.046003e+000	1.308429e+000	0.000000e+000	1	8.322937e-002
1.437305e+000	-1.879761e-001	1.436442e+000	4.640284e-003	1.437305e+000	2.694433e-002	0.000000e+000	1	8.257326e-002
8.199197e-001	1.382669e+000	6.648120e-003	2.861149e-001	8.199197e-001	1.933570e+000	0.000000e+000	1	8.085978e-002
8.199197e-001	1.382669e+000	6.648120e-003	2.861149e-001	8.199197e-001	1.933570e+000	0.000000e+000	1	7.590041e-002
1.046003e+000	7.545231e-001	5.102736e-004	3.135814e-001	1.046003e+000	1.308429e+000	0.000000e+000	1	7.444095e-002
4.788317e-001	2.339347e+000	5.725585e-003	2.291952e-002	4.788317e-001	2.663878e+000	0.000000e+000	1	7.360174e-002
1.340927e-001	3.314407e+000	1.117543e-003	3.003130e-002	1.340927e-001	3.051478e+000	0.000000e+000	1	6.961867e-002
4.788317e-001	2.339347e+000	5.725585e-003	2.291952e-002	4.788317e-001	2.663878e+000	0.000000e+000	1	6.840064e-002
1.340927e-001	3.314407e+000	1.117543e-003	3.003130e-002	1.340927e-001	3.051478e+000	0.000000e+000	1	6.404391e-002
7.852065e-001	1.481016e+000	1.226258e-002	9.669273e+001	7.852065e-001	2.021243e+000	0.000000e+000	1	7.893907e-003
3.403535e-001	2.737102e+000	2.516146e-002	1.587822e+000	3.403535e-001	2.887352e+000	0.000000e+000	1	7.147032e-003
