# This file contains the data of initial population
# of objectives = 2, # of constraints = 2, # of real_var = 2, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
3.572373e-001	6.993111e-001	-9.337597e-001	-9.812400e-001	3.572373e-001	4.087071e-001	-1.915000e+000	314	1.000000e+014
6.950536e-001	6.916865e+000	-6.718234e-001	2.360399e+000	6.950536e-001	8.484384e+000	-6.718234e-001	63	1.000000e+014
1.287439e-001	9.554766e+000	2.732308e-001	4.459355e-001	1.287439e-001	9.730112e+000	0.000000e+000	2	3.819646e-001
5.241167e-001	5.892721e+000	-8.146044e-001	3.467258e+000	5.241167e-001	6.931616e+000	-8.146044e-001	134	1.000000e+014
6.632460e-001	7.830855e+000	-7.538606e-002	3.205989e+001	6.632460e-001	9.465467e+000	-7.538606e-002	13	1.000000e+014
7.535216e-001	2.778218e+000	2.070429e-001	-8.898545e-001	7.535216e-001	3.650103e+000	-8.898545e-001	168	1.000000e+014
4.538408e-001	7.489896e+000	-6.857909e-001	-7.969137e-001	4.538408e-001	8.574426e+000	-1.482705e+000	250	1.000000e+014
5.636882e-001	8.501699e+000	1.162669e+000	-7.738424e-001	5.636882e-001	9.990746e+000	-7.738424e-001	100	1.000000e+014
2.204014e-001	5.444625e+000	-6.602042e-001	-2.156584e-001	2.204014e-001	5.655801e+000	-8.758626e-001	160	1.000000e+014
9.981994e-001	1.219832e+000	8.024932e+000	-9.565716e-001	9.981994e-001	1.930020e+000	-9.565716e-001	194	1.000000e+014
7.850696e-001	1.718010e+000	2.087659e+000	8.577998e+006	7.850696e-001	2.336449e+000	0.000000e+000	2	1.000000e+014
1.386324e-001	2.189815e+000	-8.395828e-001	-9.308378e-001	1.386324e-001	1.814454e+000	-1.770421e+000	294	1.000000e+014
1.562571e-001	3.072134e+000	-3.587131e-001	-8.434094e-001	1.562571e-001	2.847505e+000	-1.202122e+000	214	1.000000e+014
7.623661e-001	7.692121e+000	2.393491e-001	2.293043e+002	7.623661e-001	9.524734e+000	0.000000e+000	5	1.000000e+014
7.999545e-001	4.363991e+000	-8.246259e-001	8.623933e-001	7.999545e-001	5.674721e+000	-8.246259e-001	141	1.000000e+014
8.408936e-001	3.237841e+000	-6.836213e-001	-8.366903e-001	8.408936e-001	4.361067e+000	-1.520312e+000	255	1.000000e+014
8.065511e-001	4.766397e+000	-8.373943e-001	1.228391e+002	8.065511e-001	6.171415e+000	-8.373943e-001	150	1.000000e+014
5.971281e-001	6.073934e+000	-8.108038e-001	-2.630506e-001	5.971281e-001	7.300205e+000	-1.073854e+000	200	1.000000e+014
1.117393e-001	2.905877e+000	-6.296523e-001	-7.789419e-001	1.117393e-001	2.534304e+000	-1.408594e+000	236	1.000000e+014
1.273763e-001	5.319922e+000	-4.600505e-001	-8.343911e-001	1.273763e-001	5.209254e+000	-1.294442e+000	227	1.000000e+014
2.693637e-001	1.522513e+000	-8.887890e-001	1.380017e+003	2.693637e-001	1.311603e+000	-8.887890e-001	167	1.000000e+014
1.655115e-001	7.663730e+000	-7.594665e-001	1.647441e+003	1.655115e-001	7.875770e+000	-7.594665e-001	90	1.000000e+014
6.116250e-001	5.049255e+000	-8.115929e-001	-7.900220e-001	6.116250e-001	6.138819e+000	-1.601615e+000	270	1.000000e+014
3.422931e-001	6.095104e+000	-7.954450e-001	7.841803e-001	3.422931e-001	6.720762e+000	-7.954450e-001	119	1.000000e+014
3.302484e-001	5.064500e+000	-6.661614e-001	1.409860e+003	3.302484e-001	5.533391e+000	-6.661614e-001	62	1.000000e+014
6.296331e-001	1.988852e+000	3.138655e-001	-9.192626e-001	6.296331e-001	2.466147e+000	-9.192626e-001	180	1.000000e+014
1.188738e-001	3.612283e+000	1.349491e+000	7.813891e+001	1.188738e-001	3.329701e+000	0.000000e+000	1	1.852977e-001
9.211306e-001	1.588340e+000	1.381244e+002	-8.854429e-001	9.211306e-001	2.343196e+000	-8.854429e-001	166	1.000000e+014
7.791208e-002	2.989926e+000	-6.330609e-001	1.451092e-001	7.791208e-002	2.513102e+000	-6.330609e-001	55	1.000000e+014
3.987234e-001	7.654961e+000	-6.805485e-001	-7.300931e-001	3.987234e-001	8.612719e+000	-1.410642e+000	237	1.000000e+014
2.706863e-001	5.315396e+000	-6.747191e-001	3.530642e+001	2.706863e-001	5.657853e+000	-6.747191e-001	65	1.000000e+014
1.423205e-001	6.720121e+000	-7.783357e-001	6.330559e+000	1.423205e-001	6.771830e+000	-7.783357e-001	104	1.000000e+014
6.223614e-001	1.629717e+000	-5.691942e-001	-7.976118e-001	6.223614e-001	1.994988e+000	-1.366806e+000	233	1.000000e+014
6.662638e-001	1.940264e+000	6.518468e-001	-7.952222e-001	6.662638e-001	2.458176e+000	-7.952222e-001	117	1.000000e+014
9.498063e-001	4.886778e+000	-8.432124e-001	-7.448310e-001	9.498063e-001	6.567815e+000	-1.588043e+000	265	1.000000e+014
5.483253e-001	1.997327e+000	-3.469571e-001	-9.458030e-001	5.483253e-001	2.353317e+000	-1.292760e+000	226	1.000000e+014
4.448603e-001	4.915823e+000	-7.289573e-001	-7.302281e-001	4.448603e-001	5.633689e+000	-1.459185e+000	244	1.000000e+014
5.384549e-001	1.072329e+000	-8.770547e-001	-8.443617e-001	5.384549e-001	1.147710e+000	-1.721416e+000	290	1.000000e+014
8.056623e-001	5.418490e+000	-8.283856e-001	1.257761e+002	8.056623e-001	6.949171e+000	-8.283856e-001	144	1.000000e+014
2.351266e-001	9.095801e-001	-9.300702e-001	-8.766581e-003	2.351266e-001	5.043096e-001	-9.388368e-001	191	1.000000e+014
6.844540e-001	5.669925e+000	-8.227299e-001	-8.287543e-001	6.844540e-001	7.011632e+000	-1.651484e+000	280	1.000000e+014
4.012311e-001	6.263468e+000	-8.046032e-001	8.870574e+000	4.012311e-001	7.062002e+000	-8.046032e-001	126	1.000000e+014
5.702072e-001	7.351015e+000	-6.404554e-001	8.450151e+000	5.702072e-001	8.703214e+000	-6.404554e-001	58	1.000000e+014
6.642306e-001	7.771331e+000	-1.625284e-001	7.979775e+001	6.642306e-001	9.399585e+000	-1.625284e-001	16	1.000000e+014
9.747668e-001	3.826082e+000	-8.417198e-001	-4.620421e-001	9.747668e-001	5.305218e+000	-1.303762e+000	229	1.000000e+014
4.454755e-001	3.837487e-001	-9.432417e-001	-8.911622e-001	4.454755e-001	7.612752e-002	-1.834404e+000	302	1.000000e+014
1.775701e-001	8.332994e+000	-6.559573e-001	4.683229e-001	1.775701e-001	8.641440e+000	-6.559573e-001	61	1.000000e+014
7.210384e-001	7.278676e+000	-4.844393e-001	2.228219e+001	7.210384e-001	8.958286e+000	-4.844393e-001	39	1.000000e+014
